ADEP,ADES,cluster_kmeans,n,delta_dist_nm_pooled_mean,delta_dist_nm_pooled_std,delta_dist_nm_pooled_p5,delta_dist_nm_pooled_p95,delta_duration_h_pooled_mean,delta_duration_h_pooled_std,delta_duration_h_pooled_p5,delta_duration_h_pooled_p95
LKPR,EHAM,0,187,-2.81,11.4,-17.57,16.88,0.04,0.07,-0.07,0.14
LKPR,EKCH,0,34,-17.95,10.25,-31.58,-3.06,-0.09,0.06,-0.16,-0.01
LKPR,EKCH,1,16,-20.81,8.3,-32.72,-8.78,-0.08,0.04,-0.14,0.0
LKPR,EKCH,2,63,-19.71,11.05,-36.68,1.14,-0.12,0.06,-0.19,-0.0
LKPR,ENGM,0,28,-18.19,24.3,-47.24,38.1,-0.03,0.09,-0.14,0.12
LKPR,ENGM,1,28,-12.89,13.92,-38.82,6.89,-0.04,0.07,-0.15,0.05
LKPR,EPWA,0,121,-46.99,15.96,-68.4,-20.2,-0.07,0.05,-0.14,0.03
LKPR,ESSA,0,26,-4.31,10.0,-16.42,13.88,0.05,0.11,-0.07,0.26
LKPR,ESSA,1,16,-6.61,10.88,-19.1,8.43,0.04,0.09,-0.06,0.2
LKPR,ESSA,2,18,-9.05,12.51,-25.0,8.25,0.04,0.05,-0.04,0.11
LKPR,LCLK,0,20,2.48,16.07,-11.64,17.35,0.05,0.11,-0.1,0.23
LKPR,LCLK,1,19,-2.79,9.2,-14.95,9.64,0.04,0.08,-0.06,0.16
LKPR,LCLK,2,17,7.0,14.54,-14.06,25.56,0.05,0.1,-0.05,0.21
LKPR,LEBL,0,91,-15.61,46.57,-54.3,37.0,-0.02,0.16,-0.22,0.24
LKPR,LEMD,0,28,-16.78,15.3,-30.46,18.6,-0.03,0.13,-0.2,0.19
LKPR,LEMD,1,28,-9.55,14.21,-29.61,15.49,-0.03,0.16,-0.21,0.22
LKPR,LEPA,0,50,-20.85,22.73,-47.23,13.12,-0.02,0.14,-0.23,0.16
LKPR,LFPG,0,84,-2.32,17.48,-15.17,36.85,0.04,0.06,-0.05,0.13
LKPR,LFPG,1,83,-15.25,9.8,-28.16,0.08,0.02,0.06,-0.08,0.11
LKPR,LGIR,0,27,-3.32,8.05,-15.92,9.56,-0.01,0.1,-0.12,0.16
LKPR,LGIR,1,23,-7.53,7.65,-19.35,6.66,-0.03,0.1,-0.15,0.13
LKPR,LGRP,0,34,8.34,8.16,-2.4,18.46,-0.02,0.1,-0.15,0.15
LKPR,LGRP,1,26,4.13,8.37,-9.28,19.0,0.0,0.08,-0.11,0.19
LKPR,LHBP,0,53,-21.67,13.56,-37.2,0.9,-0.02,0.06,-0.1,0.09
LKPR,LIMC,0,62,-55.0,18.36,-74.68,-19.16,-0.22,0.09,-0.33,-0.06
LKPR,LIMC,1,18,-52.87,21.44,-78.62,-20.66,-0.21,0.17,-0.34,0.03
LKPR,LIMC,2,22,-47.05,23.48,-82.82,-11.77,-0.15,0.06,-0.24,-0.03
LKPR,LIRF,0,51,-43.34,18.79,-71.45,-7.8,-0.14,0.08,-0.26,-0.01
LKPR,LIRF,1,65,-51.08,21.57,-72.68,-4.74,-0.14,0.09,-0.29,0.03
LKPR,LLBG,0,25,-13.48,25.27,-54.9,16.2,-0.05,0.11,-0.18,0.12
LKPR,LLBG,1,22,-8.57,6.77,-16.88,1.76,-0.09,0.1,-0.21,0.07
LKPR,LLBG,2,19,-5.86,19.28,-25.55,19.02,-0.0,0.1,-0.14,0.15
LKPR,LOWW,0,90,8.37,15.84,-8.92,35.77,0.07,0.06,0.01,0.17
LKPR,LSZH,0,93,-31.12,11.36,-41.42,-8.16,-0.04,0.08,-0.14,0.13
LKPR,LTAI,0,30,-7.19,12.37,-26.9,11.69,0.04,0.14,-0.15,0.27
LKPR,LTAI,1,54,-0.77,20.89,-21.22,30.5,0.04,0.13,-0.11,0.23
LKPR,LTFM,0,91,-17.94,29.2,-40.9,13.55,-0.01,0.11,-0.15,0.17
LKPR,OMDB,0,69,22.99,28.72,-6.74,57.46,0.2,0.18,-0.08,0.49
LKPR,OTHH,0,31,49.79,62.11,-1.8,202.05,0.12,0.12,-0.02,0.34
LKPR,OTHH,1,20,32.64,32.35,10.03,108.43,0.07,0.22,-0.22,0.37
LLBG,EBBR,0,15,8.77,14.56,-8.02,26.77,-0.14,0.13,-0.35,-0.01
LLBG,EBBR,1,51,8.08,19.72,-10.95,48.45,-0.15,0.14,-0.38,0.05
LLBG,EDDB,0,46,2.23,23.15,-23.15,27.65,0.03,0.2,-0.22,0.19
LLBG,EDDB,1,31,5.41,12.08,-10.0,23.55,0.04,0.11,-0.15,0.18
LLBG,EDDF,0,37,-26.66,27.05,-58.42,15.68,-0.15,0.13,-0.33,0.03
LLBG,EDDF,1,78,-13.49,32.99,-54.55,41.55,-0.12,0.23,-0.35,0.08
LLBG,EDDM,0,33,13.39,35.38,-20.04,96.84,-0.07,0.11,-0.2,0.08
LLBG,EDDM,1,53,11.95,18.12,-4.06,34.04,-0.05,0.12,-0.23,0.07
LLBG,EGGW,0,27,-17.31,25.1,-53.33,28.0,-0.01,0.14,-0.23,0.21
LLBG,EGGW,1,80,-15.33,20.61,-45.09,15.06,-0.0,0.26,-0.27,0.25
LLBG,EGLL,0,77,5.39,23.33,-19.54,54.14,0.16,0.18,-0.13,0.43
LLBG,EGLL,1,34,8.66,13.84,-7.29,34.9,0.18,0.19,-0.11,0.46
LLBG,EGLL,2,41,16.49,34.49,-8.1,77.7,0.24,0.17,-0.02,0.56
LLBG,EHAM,0,32,18.77,29.5,-6.48,95.51,0.11,0.27,-0.2,0.4
LLBG,EHAM,1,32,9.67,10.63,-2.16,31.87,0.07,0.14,-0.12,0.31
LLBG,EHAM,2,15,38.11,19.28,12.36,53.12,0.22,0.31,-0.08,0.64
LLBG,EHAM,3,19,15.71,26.36,-2.96,32.47,0.1,0.2,-0.18,0.38
LLBG,EHAM,4,26,13.08,10.71,3.38,37.0,0.04,0.13,-0.12,0.24
LLBG,EPWA,0,78,-29.4,24.81,-57.16,20.8,-0.01,0.15,-0.18,0.19
LLBG,EPWA,1,21,-21.77,33.12,-61.6,29.4,-0.04,0.14,-0.23,0.25
LLBG,HAAB,0,57,-17.95,13.06,-41.14,0.0,-0.05,0.11,-0.24,0.07
LLBG,KEWR,0,38,3.49,77.44,-68.58,120.54,0.11,0.53,-0.45,0.45
LLBG,KEWR,1,34,0.66,45.42,-67.44,64.84,0.16,0.26,-0.2,0.58
LLBG,KEWR,2,27,-12.17,63.12,-65.27,117.26,0.21,0.27,-0.22,0.59
LLBG,KJFK,0,16,2.02,35.1,-42.28,49.9,0.14,0.38,-0.33,0.75
LLBG,KJFK,1,22,-0.25,43.77,-59.23,62.3,0.04,0.34,-0.54,0.56
LLBG,KJFK,2,32,0.19,56.16,-64.66,121.31,0.09,0.35,-0.48,0.61
LLBG,KJFK,3,20,-13.05,46.89,-66.24,66.22,0.15,0.29,-0.33,0.61
LLBG,KJFK,4,17,-3.06,39.8,-48.68,56.18,0.11,0.41,-0.43,0.75
LLBG,LBSF,0,18,-51.38,26.53,-74.7,-1.56,-0.09,0.08,-0.17,0.04
LLBG,LBSF,1,57,-16.62,171.91,-65.96,-6.42,-0.04,0.22,-0.16,0.06
LLBG,LCLK,0,193,-7.7,14.57,-19.52,3.16,0.06,0.13,-0.02,0.12
LLBG,LCLK,1,69,-7.29,13.51,-17.86,0.48,0.07,0.08,0.01,0.15
LLBG,LCPH,0,75,-10.59,11.9,-26.23,9.28,0.01,0.06,-0.06,0.08
LLBG,LCPH,1,23,-14.18,14.91,-24.55,4.89,0.0,0.06,-0.04,0.04
LLBG,LCPH,2,22,-9.18,12.3,-24.44,11.88,-0.02,0.06,-0.09,0.08
LLBG,LEBL,0,101,0.29,17.38,-16.6,28.8,0.13,0.13,-0.09,0.33
LLBG,LEMD,0,99,1.16,14.29,-12.45,26.97,0.02,0.19,-0.26,0.28
LLBG,LEMD,1,20,-2.91,20.6,-22.04,21.53,0.01,0.1,-0.12,0.18
LLBG,LFPG,0,43,2.44,23.47,-21.67,23.98,0.05,0.21,-0.21,0.41
LLBG,LFPG,1,20,0.32,21.79,-30.2,27.5,0.07,0.13,-0.16,0.23
LLBG,LFPG,2,32,0.18,37.64,-37.47,83.78,0.07,0.19,-0.2,0.42
LLBG,LFPG,3,72,-6.18,20.98,-32.34,31.66,0.05,0.19,-0.23,0.32
LLBG,LFPO,0,19,5.17,20.92,-13.93,54.25,0.15,0.33,-0.12,0.4
LLBG,LFPO,1,22,1.6,25.36,-17.76,50.07,0.07,0.11,-0.11,0.21
LLBG,LFPO,2,35,5.25,14.28,-11.72,33.14,0.07,0.14,-0.17,0.23
LLBG,LGAV,0,233,18.06,20.32,5.06,47.84,0.1,0.1,0.01,0.23
LLBG,LGIR,0,149,3.46,16.8,-2.9,24.6,0.05,0.08,-0.04,0.16
LLBG,LGRP,0,43,-10.79,14.72,-20.89,22.92,-0.02,0.05,-0.1,0.07
LLBG,LGRP,1,57,-0.76,6.46,-7.72,9.68,0.02,0.04,-0.05,0.09
LLBG,LGRP,2,26,12.54,24.17,-7.93,62.1,0.04,0.1,-0.06,0.14
LLBG,LGTS,0,43,-10.0,16.97,-28.36,9.94,-0.02,0.07,-0.12,0.09
LLBG,LGTS,1,22,-9.26,17.89,-35.86,20.59,-0.01,0.09,-0.14,0.12
LLBG,LHBP,0,35,-20.37,19.09,-47.71,-0.99,0.02,0.1,-0.12,0.17
LLBG,LHBP,1,34,-30.31,14.57,-47.21,-9.42,-0.05,0.1,-0.23,0.07
LLBG,LHBP,2,27,-23.8,21.95,-46.06,20.1,-0.02,0.1,-0.18,0.13
LLBG,LHBP,3,23,-25.26,71.51,-66.29,131.13,0.0,0.26,-0.18,0.69
LLBG,LIMC,0,38,-43.71,22.52,-63.74,3.76,-0.19,0.15,-0.43,0.05
LLBG,LIMC,1,38,-42.67,20.52,-62.02,-2.83,-0.19,0.14,-0.36,0.04
LLBG,LIMC,2,33,-52.0,23.79,-77.02,-9.24,-0.22,0.13,-0.39,-0.0
LLBG,LIRF,0,187,-30.91,23.26,-58.27,8.07,-0.05,0.11,-0.25,0.09
LLBG,LKPR,0,17,-19.74,15.08,-37.7,-0.34,-0.07,0.08,-0.17,0.05
LLBG,LKPR,1,30,-15.62,7.59,-26.73,-4.44,-0.05,0.1,-0.21,0.09
LLBG,LKPR,2,19,-16.31,6.39,-25.0,-9.15,-0.05,0.12,-0.23,0.12
LLBG,LLER,0,250,-14.34,12.86,-35.03,7.87,-0.0,0.1,-0.09,0.08
LLBG,LOWW,0,51,-4.99,15.49,-24.4,26.2,-0.0,0.11,-0.18,0.17
LLBG,LOWW,1,49,10.36,35.04,-19.12,50.12,0.03,0.24,-0.17,0.14
LLBG,LOWW,2,55,7.19,18.93,-19.74,43.19,0.03,0.09,-0.11,0.2
LLBG,LOWW,3,30,12.2,26.2,-10.68,55.04,0.01,0.11,-0.15,0.19
LLBG,LPPT,0,53,-44.09,17.28,-69.42,-17.7,-0.02,0.17,-0.28,0.23
LLBG,LROP,0,137,-23.48,12.9,-42.24,-1.18,-0.06,0.06,-0.16,0.06
LLBG,LSZH,0,58,15.58,18.91,-4.06,35.76,0.04,0.19,-0.19,0.26
LLBG,LSZH,1,28,-9.08,20.45,-41.26,20.0,-0.04,0.12,-0.26,0.1
LLBG,LTAI,0,131,1.79,25.58,-25.35,45.1,0.1,0.13,-0.02,0.31
LLBG,LTAI,1,71,8.92,21.79,-21.0,43.3,0.1,0.08,-0.01,0.26
LLBG,LTFJ,0,185,-22.89,28.47,-52.68,33.78,0.01,0.15,-0.14,0.29
LLBG,LTFJ,1,20,-21.53,17.97,-43.68,1.28,-0.07,0.09,-0.19,0.05
LLBG,LTFM,0,19,-16.95,18.38,-44.46,10.54,0.02,0.07,-0.09,0.13
LLBG,LTFM,1,193,-21.0,23.24,-52.16,7.74,-0.02,0.12,-0.18,0.14
LLBG,LTFM,2,94,-12.17,32.78,-44.25,15.97,-0.02,0.14,-0.15,0.17
LLBG,LTFM,3,17,-25.8,18.31,-51.06,2.4,-0.04,0.07,-0.12,0.09
LLBG,LUKK,0,56,-18.07,12.89,-35.6,4.38,-0.06,0.08,-0.21,0.08
LLBG,LUKK,1,3,-32.67,91.61,-86.87,57.4,-0.09,0.26,-0.27,0.17
LLBG,OJAI,0,63,14.04,12.13,-1.28,36.02,0.17,0.07,0.09,0.29
LLBG,OMAA,0,37,23.68,13.26,2.38,41.6,0.05,0.11,-0.09,0.16
LLBG,OMAA,1,23,26.4,7.98,15.75,36.38,0.05,0.09,-0.1,0.17
LLBG,OMDB,0,115,12.65,21.77,-16.73,47.17,0.14,0.14,-0.03,0.35
LLBG,OMDB,1,118,11.16,13.67,-6.7,33.03,0.06,0.09,-0.07,0.2
LLBG,UGTB,0,66,-24.84,19.48,-48.95,-6.65,-0.03,0.13,-0.17,0.1
LLBG,UGTB,1,15,-20.53,11.75,-35.9,-0.1,-0.04,0.06,-0.15,0.04
LLER,LLBG,0,255,-28.81,9.7,-42.56,-1.89,-0.13,0.05,-0.2,-0.04
LMML,EDDF,0,50,-26.71,22.77,-49.37,12.54,-0.2,0.1,-0.34,0.02
LMML,EDDF,1,25,-26.47,16.54,-54.34,-6.42,-0.21,0.11,-0.38,-0.01
LMML,EDDM,0,53,3.29,26.99,-24.86,33.68,-0.04,0.11,-0.19,0.14
LMML,EDDM,1,27,13.07,10.38,-2.08,26.35,-0.05,0.09,-0.19,0.1
LMML,EGCC,0,57,19.72,22.12,3.06,63.3,0.04,0.13,-0.15,0.28
LMML,EGCC,1,14,15.81,22.25,-5.0,53.57,0.01,0.12,-0.09,0.23
LMML,EGKK,0,132,13.53,25.22,-7.34,53.35,0.13,0.15,-0.08,0.41
LMML,EGLL,0,65,10.39,25.13,-8.6,67.1,0.18,0.17,-0.04,0.48
LMML,LFPO,0,28,1.14,27.3,-19.7,22.79,0.04,0.12,-0.1,0.27
LMML,LFPO,1,35,6.2,28.74,-18.0,32.75,0.06,0.11,-0.07,0.25
LMML,LICC,0,142,-13.95,11.61,-28.15,9.66,-0.04,0.06,-0.13,0.07
LMML,LIPE,0,69,-3.39,10.15,-18.64,11.3,0.01,0.11,-0.12,0.16
LMML,LIRF,0,95,-38.78,27.05,-77.15,-1.0,-0.15,0.07,-0.23,-0.06
LMML,LIRN,0,35,-20.99,20.24,-45.79,3.7,-0.06,0.06,-0.15,0.04
LMML,LIRN,1,16,-38.72,24.11,-61.2,-1.15,-0.06,0.12,-0.22,0.11
LMML,LOWW,0,37,13.98,18.95,-8.88,32.34,0.08,0.1,-0.07,0.28
LMML,LOWW,1,15,19.0,10.85,3.82,33.31,0.09,0.1,-0.05,0.22
LMML,LSZH,0,56,-2.96,15.8,-31.88,22.65,0.02,0.11,-0.13,0.22
LMML,LTFM,0,59,-10.99,29.77,-41.31,53.62,-0.01,0.11,-0.12,0.21
LOWG,EDDF,0,98,-13.38,20.88,-46.52,11.33,-0.15,0.06,-0.24,-0.05
LOWG,EDDM,0,74,14.31,14.02,-2.88,42.19,-0.0,0.05,-0.08,0.08
LOWG,LOWW,0,73,20.39,13.3,4.06,43.1,0.13,0.04,0.08,0.2
LOWI,EDDF,0,72,-34.64,22.54,-70.9,-9.91,-0.16,0.06,-0.25,-0.07
LOWI,LOWW,0,79,5.91,12.84,-7.64,27.29,0.05,0.05,-0.03,0.13
LOWK,LOWW,0,53,16.4,9.32,3.86,34.78,0.1,0.04,0.06,0.16
LOWL,EDDF,0,52,-15.71,21.89,-46.46,10.65,-0.15,0.06,-0.24,-0.06
LOWS,EDDF,0,99,-27.12,23.11,-58.1,1.3,-0.2,0.05,-0.29,-0.12
LOWS,EDDL,0,50,-17.47,12.15,-30.46,8.62,0.0,0.09,-0.09,0.11
LOWW,BKPR,0,65,-23.09,20.18,-57.32,11.2,-0.01,0.07,-0.13,0.1
LOWW,EBBR,0,155,5.47,9.98,-5.6,23.32,0.0,0.07,-0.1,0.11
LOWW,EBBR,1,18,-2.36,5.83,-9.0,9.41,-0.0,0.05,-0.08,0.06
LOWW,EBBR,2,16,-20.61,27.12,-56.5,17.6,0.0,0.1,-0.11,0.13
LOWW,EDDB,0,221,5.05,8.76,-6.9,19.8,0.03,0.05,-0.04,0.12
LOWW,EDDF,0,376,-17.22,22.86,-49.72,8.6,-0.1,0.07,-0.19,0.0
LOWW,EDDH,0,193,-36.23,15.38,-50.24,-5.32,-0.09,0.06,-0.18,0.01
LOWW,EDDK,0,56,-1.0,13.73,-19.7,19.28,0.03,0.06,-0.07,0.12
LOWW,EDDK,1,117,-1.85,13.26,-21.34,14.12,-0.01,0.06,-0.11,0.07
LOWW,EDDL,0,67,-7.55,10.13,-22.27,9.39,-0.01,0.05,-0.08,0.08
LOWW,EDDL,1,78,-7.53,22.02,-21.14,15.51,0.03,0.1,-0.06,0.12
LOWW,EDDL,2,30,-11.45,15.67,-34.26,13.71,0.02,0.07,-0.05,0.14
LOWW,EDDL,3,30,-9.15,13.29,-23.54,16.94,0.02,0.06,-0.06,0.12
LOWW,EDDM,0,171,10.82,15.45,-7.8,38.0,-0.02,0.06,-0.11,0.07
LOWW,EDDP,0,68,-58.97,16.61,-82.9,-33.8,-0.06,0.05,-0.13,0.03
LOWW,EDDS,0,141,6.4,11.58,-6.9,21.1,0.05,0.06,-0.05,0.12
LOWW,EDDV,0,45,0.23,13.21,-15.6,20.44,-0.0,0.05,-0.08,0.06
LOWW,EDDV,1,32,-2.85,19.45,-25.83,26.52,-0.01,0.05,-0.09,0.06
LOWW,EFHK,0,74,-1.66,13.25,-21.28,21.35,0.05,0.12,-0.12,0.24
LOWW,EGKK,0,60,12.45,16.43,-6.84,43.68,0.15,0.13,-0.01,0.35
LOWW,EGLL,0,48,8.11,15.27,-8.39,34.45,0.18,0.14,0.01,0.43
LOWW,EGLL,1,150,11.8,11.16,-2.36,30.96,0.18,0.13,0.01,0.4
LOWW,EGSS,0,31,10.28,10.45,-4.35,26.9,0.09,0.08,-0.02,0.22
LOWW,EGSS,1,29,2.64,8.33,-6.16,18.36,0.09,0.09,-0.06,0.24
LOWW,EHAM,0,225,8.12,7.96,-2.38,21.52,0.08,0.07,-0.02,0.2
LOWW,EHAM,1,30,11.24,9.13,-0.55,26.0,0.07,0.1,-0.06,0.22
LOWW,EIDW,0,51,-8.14,18.58,-23.0,34.05,-0.01,0.17,-0.16,0.23
LOWW,EKCH,0,168,-13.68,12.03,-33.32,2.79,-0.06,0.06,-0.16,0.03
LOWW,ELLX,0,73,-19.98,10.48,-38.7,-5.52,-0.15,0.15,-0.48,0.01
LOWW,ENGM,0,15,-11.99,15.47,-29.09,11.65,0.01,0.1,-0.1,0.17
LOWW,ENGM,1,43,-12.19,15.22,-36.91,9.11,-0.02,0.09,-0.15,0.14
LOWW,EPKK,0,90,-27.1,22.79,-59.6,6.04,-0.07,0.06,-0.16,0.01
LOWW,EPWA,0,132,-26.09,16.39,-50.69,-3.87,-0.02,0.05,-0.1,0.06
LOWW,EPWA,1,53,-34.08,13.11,-48.92,-7.22,-0.03,0.06,-0.1,0.08
LOWW,ESSA,0,37,-9.97,16.85,-22.44,9.12,0.06,0.13,-0.14,0.23
LOWW,ESSA,1,96,4.32,22.28,-18.42,27.58,0.07,0.12,-0.06,0.33
LOWW,EVRA,0,51,0.49,17.84,-24.95,22.95,0.04,0.12,-0.12,0.24
LOWW,HECA,0,37,9.94,9.93,-2.26,29.46,0.1,0.11,-0.06,0.31
LOWW,HECA,1,24,4.95,13.41,-13.13,23.65,0.08,0.1,-0.07,0.21
LOWW,LATI,0,65,-26.11,12.26,-36.58,-1.86,-0.0,0.06,-0.09,0.1
LOWW,LATI,1,17,-25.16,13.58,-38.02,-1.2,0.01,0.12,-0.11,0.22
LOWW,LBSF,0,97,-43.53,18.86,-63.3,-12.58,-0.06,0.06,-0.15,0.04
LOWW,LBSF,1,33,-19.05,13.82,-43.02,-4.4,-0.01,0.08,-0.08,0.08
LOWW,LCLK,0,16,3.99,9.27,-6.25,19.7,0.04,0.09,-0.07,0.16
LOWW,LCLK,1,62,-3.6,15.13,-19.69,28.43,0.04,0.1,-0.1,0.18
LOWW,LDDU,0,33,-0.66,6.4,-7.32,11.86,0.03,0.05,-0.04,0.12
LOWW,LDDU,1,24,-0.65,8.75,-8.78,15.03,0.01,0.05,-0.05,0.08
LOWW,LDSP,0,31,0.69,9.55,-13.05,15.35,0.05,0.09,-0.09,0.19
LOWW,LDSP,1,42,10.28,14.99,-7.02,34.77,0.08,0.06,0.01,0.21
LOWW,LDZA,0,72,-4.5,13.62,-27.8,17.44,0.02,0.06,-0.06,0.12
LOWW,LEBL,0,158,-4.72,17.0,-20.27,14.01,-0.0,0.13,-0.17,0.23
LOWW,LEMD,0,129,-0.07,12.93,-11.86,24.28,-0.02,0.16,-0.23,0.31
LOWW,LEMG,0,75,-6.07,23.16,-26.35,44.47,0.07,0.15,-0.12,0.33
LOWW,LEPA,0,150,-3.55,15.02,-18.22,22.21,0.04,0.14,-0.14,0.29
LOWW,LEPA,1,43,-1.56,16.48,-18.82,35.87,0.04,0.12,-0.15,0.21
LOWW,LFMN,0,49,-49.12,14.09,-68.54,-28.48,-0.14,0.08,-0.28,-0.02
LOWW,LFMN,1,16,-8.67,16.34,-25.55,20.27,0.03,0.09,-0.08,0.15
LOWW,LFMN,2,16,-44.81,14.06,-56.85,-17.4,-0.09,0.15,-0.24,0.21
LOWW,LFPG,0,115,-1.91,12.82,-10.13,19.78,0.04,0.09,-0.07,0.16
LOWW,LFPG,1,114,3.55,15.99,-11.04,30.54,0.06,0.07,-0.05,0.17
LOWW,LFPG,2,40,-6.66,22.56,-34.29,33.13,0.02,0.07,-0.1,0.13
LOWW,LGAV,0,54,-1.77,14.29,-18.46,23.36,0.03,0.09,-0.11,0.18
LOWW,LGAV,1,42,-6.24,17.74,-30.3,33.37,0.04,0.1,-0.1,0.18
LOWW,LGAV,2,21,-11.17,25.18,-38.4,49.0,0.07,0.2,-0.08,0.29
LOWW,LGIR,0,59,-8.36,12.92,-20.81,11.39,-0.0,0.09,-0.11,0.17
LOWW,LGIR,1,25,-3.99,10.63,-14.42,16.52,0.01,0.09,-0.12,0.15
LOWW,LGIR,2,16,-4.43,8.77,-12.92,14.02,-0.0,0.07,-0.09,0.1
LOWW,LGRP,0,59,0.34,9.61,-13.87,19.54,0.01,0.08,-0.08,0.18
LOWW,LGTS,0,16,-26.01,20.48,-52.82,-1.3,-0.05,0.1,-0.13,0.08
LOWW,LGTS,1,60,-14.73,35.96,-37.61,16.37,-0.01,0.12,-0.11,0.11
LOWW,LHBP,0,90,-15.59,16.02,-32.8,10.37,-0.01,0.05,-0.08,0.07
LOWW,LIMC,0,108,-39.0,17.36,-56.76,-5.92,-0.14,0.1,-0.26,-0.0
LOWW,LIMC,1,78,-39.75,19.06,-59.21,-5.7,-0.14,0.1,-0.26,-0.01
LOWW,LIME,0,60,-40.53,19.1,-63.8,-2.85,-0.08,0.09,-0.17,0.03
LOWW,LIPE,0,84,-5.05,16.17,-18.55,14.44,-0.01,0.12,-0.13,0.16
LOWW,LIPZ,0,172,-34.86,19.07,-58.94,-2.51,-0.08,0.07,-0.17,0.04
LOWW,LIRF,0,152,-30.95,20.35,-53.99,5.54,-0.08,0.08,-0.2,0.08
LOWW,LIRN,0,15,-18.67,17.4,-39.1,5.61,-0.07,0.06,-0.14,0.04
LOWW,LIRN,1,45,-25.16,18.63,-52.18,3.36,-0.06,0.09,-0.16,0.08
LOWW,LIRN,2,22,-21.53,21.43,-51.6,14.03,-0.05,0.1,-0.19,0.11
LOWW,LIRQ,0,58,19.18,5.55,10.82,30.03,0.02,0.06,-0.07,0.1
LOWW,LKPR,0,91,-11.25,7.97,-22.15,2.35,0.01,0.03,-0.03,0.08
LOWW,LLBG,0,93,-4.18,13.45,-16.84,22.22,0.01,0.1,-0.13,0.18
LOWW,LLBG,1,37,0.66,17.68,-20.32,30.12,0.05,0.1,-0.11,0.21
LOWW,LLBG,2,34,9.75,20.11,-12.37,56.37,0.05,0.11,-0.08,0.19
LOWW,LLBG,3,17,-3.38,13.38,-20.64,20.36,0.01,0.1,-0.11,0.13
LOWW,LMML,0,52,15.23,21.42,-8.4,68.34,0.05,0.12,-0.12,0.24
LOWW,LOWG,0,73,0.5,5.88,-8.9,12.46,0.1,0.03,0.05,0.15
LOWW,LOWI,0,51,-2.74,4.93,-7.8,3.0,0.01,0.04,-0.05,0.06
LOWW,LOWI,1,28,6.43,29.86,-7.96,63.65,0.09,0.08,0.02,0.29
LOWW,LOWK,0,53,-2.93,2.91,-4.6,1.7,0.05,0.03,0.01,0.1
LOWW,LPPT,0,65,1.13,16.56,-19.3,26.32,0.06,0.14,-0.13,0.31
LOWW,LQSA,0,59,1.75,2.03,-1.11,4.79,0.06,0.13,-0.0,0.12
LOWW,LROP,0,152,-39.96,11.1,-51.44,-18.22,-0.05,0.06,-0.14,0.06
LOWW,LSGG,0,30,-5.69,15.24,-33.62,12.71,0.01,0.08,-0.1,0.08
LOWW,LSGG,1,48,-0.52,10.52,-10.06,17.5,0.01,0.07,-0.09,0.15
LOWW,LSZH,0,230,14.94,12.81,-4.06,30.82,0.07,0.08,-0.03,0.19
LOWW,LTAI,0,44,-3.51,11.81,-23.38,10.18,0.07,0.1,-0.06,0.24
LOWW,LTAI,1,120,-13.17,14.41,-36.92,11.65,0.04,0.09,-0.1,0.2
LOWW,LTFJ,0,67,-14.5,18.85,-37.0,17.79,-0.03,0.11,-0.21,0.15
LOWW,LTFJ,1,32,-28.78,33.27,-63.26,37.77,-0.02,0.15,-0.2,0.28
LOWW,LTFM,0,78,-34.54,17.75,-53.4,-3.86,-0.03,0.13,-0.18,0.15
LOWW,LTFM,1,42,-25.13,11.98,-40.65,-3.6,-0.04,0.08,-0.15,0.1
LOWW,LWSK,0,21,11.13,5.75,3.6,20.1,0.05,0.04,0.0,0.1
LOWW,LWSK,1,17,16.64,7.86,0.42,26.74,0.09,0.04,0.02,0.14
LOWW,LWSK,2,22,8.19,30.06,-21.34,55.75,0.06,0.08,-0.03,0.15
LOWW,LYBE,0,111,-16.33,16.28,-30.25,19.55,-0.01,0.2,-0.22,0.29
LOWW,LYBE,1,45,-23.77,19.38,-41.9,18.18,0.02,0.06,-0.07,0.13
LOWW,LYPG,0,70,-15.16,7.89,-25.31,-1.25,0.02,0.07,-0.07,0.12
LOWW,OJAI,0,18,16.22,127.48,-80.85,219.18,0.07,0.33,-0.2,0.61
LOWW,OJAI,1,43,12.35,10.69,-1.62,33.39,0.09,0.09,-0.05,0.23
LOWW,OMDB,0,30,21.43,13.22,1.1,42.65,0.26,0.11,0.08,0.43
LOWW,OMDB,1,30,22.37,16.96,-3.48,50.0,0.26,0.13,0.05,0.5
LOWW,OTHH,0,60,28.78,24.13,-10.32,68.93,0.1,0.21,-0.2,0.41
LOWW,UDYZ,0,50,5.34,15.03,-8.93,41.38,0.06,0.08,-0.05,0.2
LPAZ,LPPD,0,133,-4.87,5.81,-9.0,10.46,-0.05,0.04,-0.09,0.05
LPFL,LPPD,0,55,6.36,6.65,-0.1,21.02,0.01,0.09,-0.08,0.18
LPFR,EBBR,0,43,21.98,21.92,-10.35,49.16,-0.02,0.11,-0.17,0.22
LPFR,EBBR,1,16,26.96,24.81,-1.02,71.82,-0.01,0.13,-0.16,0.21
LPFR,EDDF,0,27,-47.84,13.33,-71.02,-29.02,-0.2,0.15,-0.34,0.06
LPFR,EDDF,1,15,-34.23,27.8,-66.92,9.64,-0.16,0.17,-0.36,0.09
LPFR,EDDF,2,21,-74.94,20.51,-103.8,-41.3,-0.27,0.11,-0.43,-0.12
LPFR,EDDL,0,30,-3.89,15.71,-25.58,23.44,0.02,0.12,-0.2,0.2
